path,split,no_gain_candidate,causeless,uniform_fallen,uniform_lie_down,group,labels_16,n_labels,frames,total_frames,pred_fall,pred_fallen,pred_normal
other/other_yo_117,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_118,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_119,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_120,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_121,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_122,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_123,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_124,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_125,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_126,test,False,False,False,False,-,other,1,other:81,81,0.0,0.0,80.0
other/other_yo_127,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_128,test,False,False,False,False,-,other,1,other:81,81,11.0,0.0,69.0
other/other_yo_129,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_130,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_131,test,False,False,False,False,-,standing,1,standing:81,81,2.0,0.0,78.0
other/other_yo_132,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_133,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_134,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_135,test,False,False,False,False,-,other,1,other:81,81,0.0,0.0,80.0
other/other_yo_136,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_137,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_138,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_139,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_140,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_141,val,False,False,False,False,-,standing,1,standing:81,81,,,
other/other_yo_142,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_143,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_144,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_145,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_146,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_147,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_148,test,False,False,False,False,-,other,1,other:81,81,0.0,0.0,80.0
other/other_yo_149,train,False,False,False,False,-,walk+sitting+stand_up,3,walk:27/sitting:25/stand_up:29,81,,,
other/other_yo_150,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_151,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_152,train,False,False,False,False,-,squatting,1,squatting:81,81,,,
other/other_yo_153,val,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
other/other_yo_154,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_155,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_156,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_157,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_158,train,False,False,False,False,-,walk+standing,2,walk:22/standing:59,81,,,
other/other_yo_159,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_160,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_161,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_162,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_163,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_164,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_165,train,False,False,False,False,-,stand_up+other+squat_down,3,stand_up:27/other:20/squat_down:34,81,,,
other/other_yo_166,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_167,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_168,test,False,False,False,False,-,walk,1,walk:81,81,0.0,0.0,80.0
other/other_yo_169,val,False,False,False,False,-,stand_up+kneeling,2,stand_up:30/kneeling:51,81,,,
other/other_yo_170,train,False,False,False,False,-,walk+other+jump,3,walk:18/other:39/jump:24,81,,,
other/other_yo_171,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_172,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_173,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_174,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_175,test,False,False,False,False,-,other,1,other:81,81,0.0,0.0,80.0
other/other_yo_176,train,False,False,False,False,-,sitting,1,sitting:81,81,,,
other/other_yo_177,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_178,test,False,False,False,False,-,jump,1,jump:81,81,0.0,0.0,80.0
other/other_yo_179,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_180,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_181,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_182,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_183,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_184,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_185,train,False,False,False,False,-,sitting+other,2,sitting:45/other:36,81,,,
other/other_yo_186,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_187,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_188,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_189,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_190,train,False,False,False,False,-,other+kneeling,2,other:67/kneeling:14,81,,,
other/other_yo_191,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_192,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_193,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_194,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_195,val,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_196,val,False,False,False,False,-,standing,1,standing:81,81,,,
other/other_yo_197,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_198,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_199,train,False,False,False,False,-,other,1,other:81,81,,,
other/other_yo_200,train,False,False,False,False,-,other,1,other:81,81,,,
sit_down/sit_down_ch_001,train,False,False,False,False,-,sit_down+sitting,2,sit_down:32/sitting:49,81,,,
sit_down/sit_down_ch_002,val,False,False,False,False,-,sit_down+sitting+stand_up,3,sit_down:33/sitting:20/stand_up:28,81,,,
sit_down/sit_down_ch_003,train,False,False,False,False,-,sitting,1,sitting:81,81,,,
sit_down/sit_down_ch_004,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_005,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:46/sitting:24/standing:11,81,,,
sit_down/sit_down_ch_006,train,False,False,False,False,-,sit_down+sitting,2,sit_down:59/sitting:22,81,,,
sit_down/sit_down_ch_007,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:40/sitting:33/standing:8,81,,,
sit_down/sit_down_ch_008,train,False,False,False,False,-,sit_down+sitting,2,sit_down:17/sitting:64,81,,,
sit_down/sit_down_ch_009,train,False,False,False,False,-,standing+kneel_down+kneeling,3,standing:22/kneel_down:34/kneeling:25,81,,,
sit_down/sit_down_ch_010,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:26/sitting:31/standing:24,81,,,
sit_down/sit_down_ch_011,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:37/sitting:38/standing:6,81,,,
sit_down/sit_down_ch_012,train,False,False,False,False,-,sit_down+sitting,2,sit_down:42/sitting:39,81,,,
sit_down/sit_down_ch_013,val,False,False,False,False,-,walk+sit_down+sitting,3,walk:8/sit_down:38/sitting:35,81,,,
sit_down/sit_down_ch_014,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:17/sit_down:45/sitting:19,81,,,
sit_down/sit_down_ch_015,train,False,False,False,False,-,sit_down+sitting,2,sit_down:34/sitting:47,81,,,
sit_down/sit_down_ch_016,train,False,False,False,False,-,sit_down+sitting,2,sit_down:16/sitting:65,81,,,
sit_down/sit_down_ch_017,train,False,False,False,False,-,sit_down+sitting,2,sit_down:54/sitting:27,81,,,
sit_down/sit_down_ch_018,train,False,False,False,False,-,sit_down+sitting,2,sit_down:51/sitting:30,81,,,
sit_down/sit_down_ch_019,val,False,False,False,False,-,walk+sit_down+sitting,3,walk:14/sit_down:36/sitting:31,81,,,
sit_down/sit_down_ch_020,train,False,False,False,False,-,sit_down+sitting,2,sit_down:22/sitting:59,81,,,
sit_down/sit_down_ch_021,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_022,train,False,False,False,False,-,sit_down+sitting,2,sit_down:41/sitting:40,81,,,
sit_down/sit_down_ch_023,val,False,False,False,False,-,sit_down+sitting,2,sit_down:35/sitting:46,81,,,
sit_down/sit_down_ch_024,train,False,False,False,False,-,squat_down,1,squat_down:81,81,,,
sit_down/sit_down_ch_025,train,False,False,False,False,-,sit_down+sitting,2,sit_down:39/sitting:42,81,,,
sit_down/sit_down_ch_026,train,False,False,False,False,-,sit_down+sitting,2,sit_down:35/sitting:46,81,,,
sit_down/sit_down_ch_027,val,False,False,False,False,-,sit_down+standing,2,sit_down:61/standing:20,81,,,
sit_down/sit_down_ch_028,train,False,False,False,False,-,sit_down+sitting,2,sit_down:33/sitting:48,81,,,
sit_down/sit_down_ch_029,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:36/sitting:29/standing:16,81,,,
sit_down/sit_down_ch_030,val,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_031,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:42/sit_down:12/sitting:27,81,,,
sit_down/sit_down_ch_032,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:13/sit_down:24/sitting:44,81,,,
sit_down/sit_down_ch_033,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:6/sit_down:29/sitting:46,81,,,
sit_down/sit_down_ch_034,train,False,False,False,False,-,sitting,1,sitting:81,81,,,
sit_down/sit_down_ch_035,train,False,False,False,False,-,sit_down+sitting,2,sit_down:27/sitting:54,81,,,
sit_down/sit_down_ch_036,val,False,False,False,False,-,sit_down+sitting,2,sit_down:26/sitting:55,81,,,
sit_down/sit_down_ch_037,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:24/sit_down:18/sitting:39,81,,,
sit_down/sit_down_ch_038,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:6/sit_down:25/sitting:50,81,,,
sit_down/sit_down_ch_039,val,False,False,False,False,-,sit_down+sitting,2,sit_down:25/sitting:56,81,,,
sit_down/sit_down_ch_040,train,False,False,False,False,-,sit_down+sitting,2,sit_down:43/sitting:38,81,,,
sit_down/sit_down_ch_041,train,False,False,False,False,-,sit_down+sitting,2,sit_down:15/sitting:66,81,,,
sit_down/sit_down_ch_042,val,False,False,False,False,-,sit_down+sitting,2,sit_down:27/sitting:54,81,,,
sit_down/sit_down_ch_043,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:9/sit_down:34/sitting:38,81,,,
sit_down/sit_down_ch_044,test,False,False,False,False,-,sit_down+sitting,2,sit_down:26/sitting:55,81,0.0,0.0,80.0
sit_down/sit_down_ch_045,val,False,False,False,False,-,sit_down+sitting,2,sit_down:14/sitting:67,81,,,
sit_down/sit_down_ch_046,train,False,False,False,False,-,sit_down+sitting,2,sit_down:25/sitting:56,81,,,
sit_down/sit_down_ch_047,test,False,False,False,False,-,sit_down+sitting+other,3,sit_down:22/sitting:11/other:48,81,0.0,0.0,80.0
sit_down/sit_down_ch_048,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_049,train,False,False,False,False,-,sit_down+sitting,2,sit_down:44/sitting:37,81,,,
sit_down/sit_down_ch_050,test,False,False,False,False,-,sit_down+sitting,2,sit_down:29/sitting:52,81,0.0,0.0,80.0
sit_down/sit_down_ch_051,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:55/sitting:17/standing:9,81,,,
sit_down/sit_down_ch_052,train,False,False,False,False,-,sit_down+sitting,2,sit_down:56/sitting:25,81,,,
sit_down/sit_down_ch_053,train,False,False,False,False,-,sit_down+sitting,2,sit_down:37/sitting:44,81,,,
sit_down/sit_down_ch_054,train,False,False,False,False,-,sit_down+sitting,2,sit_down:58/sitting:23,81,,,
sit_down/sit_down_ch_055,test,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:32/sitting:31/standing:18,81,0.0,0.0,80.0
sit_down/sit_down_ch_056,train,False,False,False,False,-,sit_down+sitting,2,sit_down:28/sitting:53,81,,,
sit_down/sit_down_ch_057,train,False,False,False,False,-,kneel_down+kneeling,2,kneel_down:48/kneeling:33,81,,,
sit_down/sit_down_ch_058,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:14/sit_down:37/sitting:30,81,,,
sit_down/sit_down_ch_059,train,False,False,False,False,-,sit_down+sitting,2,sit_down:45/sitting:36,81,,,
sit_down/sit_down_ch_060,train,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_061,train,False,False,False,False,-,sit_down+sitting,2,sit_down:33/sitting:48,81,,,
sit_down/sit_down_ch_062,train,False,False,False,False,-,sit_down+sitting,2,sit_down:49/sitting:32,81,,,
sit_down/sit_down_ch_063,val,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:41/sitting:29/standing:11,81,,,
sit_down/sit_down_ch_064,train,False,False,False,False,-,sit_down+sitting,2,sit_down:27/sitting:54,81,,,
sit_down/sit_down_ch_065,train,False,False,False,False,-,sit_down+sitting,2,sit_down:26/sitting:55,81,,,
sit_down/sit_down_ch_066,test,False,False,False,False,-,sit_down+sitting,2,sit_down:26/sitting:55,81,0.0,0.0,80.0
sit_down/sit_down_ch_067,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_068,train,False,False,False,False,-,kneel_down+kneeling,2,kneel_down:44/kneeling:37,81,,,
sit_down/sit_down_ch_069,train,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_070,train,False,False,False,False,-,sit_down+sitting,2,sit_down:37/sitting:44,81,,,
sit_down/sit_down_ch_071,val,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:39/sitting:12/standing:30,81,,,
sit_down/sit_down_ch_072,test,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:21/sitting:50/standing:10,81,0.0,0.0,80.0
sit_down/sit_down_ch_073,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:17/sit_down:29/sitting:35,81,,,
sit_down/sit_down_ch_074,train,False,False,False,False,-,sit_down+sitting,2,sit_down:32/sitting:49,81,,,
sit_down/sit_down_ch_075,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_076,train,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_077,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:32/sit_down:43/sitting:6,81,,,
sit_down/sit_down_ch_078,val,False,False,False,False,-,sit_down+sitting,2,sit_down:18/sitting:63,81,,,
sit_down/sit_down_ch_079,val,False,False,False,False,-,walk+sit_down+sitting+stand_up,4,walk:13/sit_down:22/sitting:40/stand_up:6,81,,,
sit_down/sit_down_ch_080,train,False,False,False,False,-,sit_down+sitting,2,sit_down:49/sitting:32,81,,,
sit_down/sit_down_ch_081,train,False,False,False,False,-,sit_down+sitting,2,sit_down:43/sitting:38,81,,,
sit_down/sit_down_ch_082,val,False,False,False,False,-,sit_down+sitting,2,sit_down:61/sitting:20,81,,,
sit_down/sit_down_ch_083,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:41/sitting:34/standing:6,81,,,
sit_down/sit_down_ch_084,train,False,False,False,False,-,sit_down+sitting,2,sit_down:35/sitting:46,81,,,
sit_down/sit_down_ch_085,train,False,False,False,False,-,sit_down+sitting,2,sit_down:30/sitting:51,81,,,
sit_down/sit_down_ch_086,train,False,False,False,False,-,sit_down+sitting,2,sit_down:56/sitting:25,81,,,
sit_down/sit_down_ch_087,val,False,False,False,False,-,sit_down+sitting,2,sit_down:76/sitting:5,81,,,
sit_down/sit_down_ch_088,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_089,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_090,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_091,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_092,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:20/sit_down:40/sitting:21,81,,,
sit_down/sit_down_ch_093,train,False,False,False,False,-,sit_down+sitting,2,sit_down:31/sitting:50,81,,,
sit_down/sit_down_ch_094,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:14/sit_down:48/sitting:19,81,,,
sit_down/sit_down_ch_095,train,False,False,False,False,-,sit_down+sitting,2,sit_down:29/sitting:52,81,,,
sit_down/sit_down_ch_096,val,False,False,False,False,-,sit_down+sitting+other,3,sit_down:34/sitting:9/other:38,81,,,
sit_down/sit_down_ch_097,train,False,False,False,False,-,sit_down+sitting,2,sit_down:28/sitting:53,81,,,
sit_down/sit_down_ch_098,train,False,False,False,False,-,sit_down+sitting,2,sit_down:25/sitting:56,81,,,
sit_down/sit_down_ch_099,train,False,False,False,False,-,sit_down+sitting,2,sit_down:33/sitting:48,81,,,
sit_down/sit_down_ch_100,train,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_101,train,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_102,train,False,False,False,False,-,sit_down+sitting,2,sit_down:33/sitting:48,81,,,
sit_down/sit_down_ch_103,train,False,False,False,False,-,sit_down+sitting+kneeling,3,sit_down:55/sitting:22/kneeling:4,81,,,
sit_down/sit_down_ch_104,train,False,False,False,False,-,sit_down+sitting,2,sit_down:29/sitting:52,81,,,
sit_down/sit_down_ch_105,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:21/sit_down:37/sitting:23,81,,,
sit_down/sit_down_ch_106,val,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:35/sitting:33/standing:13,81,,,
sit_down/sit_down_ch_107,train,False,False,False,False,-,sit_down+sitting,2,sit_down:39/sitting:42,81,,,
sit_down/sit_down_ch_108,train,False,False,False,False,-,sit_down+sitting,2,sit_down:40/sitting:41,81,,,
sit_down/sit_down_ch_109,val,False,False,False,False,-,sit_down+sitting,2,sit_down:36/sitting:45,81,,,
sit_down/sit_down_ch_110,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:39/sitting:32/standing:10,81,,,
sit_down/sit_down_ch_111,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:12/sit_down:59/sitting:10,81,,,
sit_down/sit_down_ch_112,train,False,False,False,False,-,sit_down+sitting,2,sit_down:42/sitting:39,81,,,
sit_down/sit_down_ch_113,train,False,False,False,False,-,sit_down+sitting,2,sit_down:21/sitting:60,81,,,
sit_down/sit_down_ch_114,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_115,val,False,False,False,False,-,walk+sit_down+sitting,3,walk:13/sit_down:25/sitting:43,81,,,
sit_down/sit_down_ch_116,train,False,False,False,False,-,sit_down+sitting,2,sit_down:25/sitting:56,81,,,
sit_down/sit_down_ch_117,val,False,False,False,False,-,walk+sit_down+sitting,3,walk:19/sit_down:39/sitting:23,81,,,
sit_down/sit_down_ch_118,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:15/sit_down:33/sitting:33,81,,,
sit_down/sit_down_ch_119,test,False,False,False,False,-,sit_down+sitting,2,sit_down:35/sitting:46,81,0.0,0.0,80.0
sit_down/sit_down_ch_120,train,False,False,False,False,-,sit_down+sitting,2,sit_down:40/sitting:41,81,,,
sit_down/sit_down_ch_121,train,False,False,False,False,-,sit_down+sitting,2,sit_down:30/sitting:51,81,,,
sit_down/sit_down_ch_122,train,False,False,False,False,-,sit_down+sitting,2,sit_down:49/sitting:32,81,,,
sit_down/sit_down_ch_123,train,False,False,False,False,-,sit_down+sitting,2,sit_down:32/sitting:49,81,,,
sit_down/sit_down_ch_124,train,False,False,False,False,-,sit_down+sitting,2,sit_down:47/sitting:34,81,,,
sit_down/sit_down_ch_125,train,False,False,False,False,-,sit_down+sitting,2,sit_down:47/sitting:34,81,,,
sit_down/sit_down_ch_126,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:21/sit_down:21/sitting:39,81,,,
sit_down/sit_down_ch_127,test,False,False,False,False,-,walk+sit_down+sitting,3,walk:16/sit_down:36/sitting:29,81,0.0,0.0,80.0
sit_down/sit_down_ch_128,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:33/sit_down:18/sitting:30,81,,,
sit_down/sit_down_ch_129,train,False,False,False,False,-,sit_down+sitting,2,sit_down:16/sitting:65,81,,,
sit_down/sit_down_ch_130,train,False,False,False,False,-,sit_down+sitting,2,sit_down:21/sitting:60,81,,,
sit_down/sit_down_ch_131,train,False,False,False,False,-,sit_down+sitting,2,sit_down:35/sitting:46,81,,,
sit_down/sit_down_ch_132,train,False,False,False,False,-,sit_down+sitting,2,sit_down:35/sitting:46,81,,,
sit_down/sit_down_ch_133,val,False,False,False,False,-,sit_down+sitting,2,sit_down:20/sitting:61,81,,,
sit_down/sit_down_ch_134,train,False,False,False,False,-,sit_down+sitting,2,sit_down:29/sitting:52,81,,,
sit_down/sit_down_ch_135,train,False,False,False,False,-,sit_down+sitting,2,sit_down:61/sitting:20,81,,,
sit_down/sit_down_ch_136,train,False,False,False,False,-,sit_down+sitting,2,sit_down:24/sitting:57,81,,,
sit_down/sit_down_ch_137,train,False,False,False,False,-,sit_down+sitting,2,sit_down:49/sitting:32,81,,,
sit_down/sit_down_ch_138,train,False,False,False,False,-,sit_down+sitting,2,sit_down:30/sitting:51,81,,,
sit_down/sit_down_ch_139,train,False,False,False,False,-,sit_down+sitting,2,sit_down:36/sitting:45,81,,,
sit_down/sit_down_ch_140,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:20/sit_down:16/sitting:45,81,,,
sit_down/sit_down_ch_141,train,False,False,False,False,-,sit_down+sitting,2,sit_down:52/sitting:29,81,,,
sit_down/sit_down_ch_142,val,False,False,False,False,-,sit_down+sitting,2,sit_down:16/sitting:65,81,,,
sit_down/sit_down_ch_143,val,False,False,False,False,-,sit_down+sitting,2,sit_down:29/sitting:52,81,,,
sit_down/sit_down_ch_144,train,False,False,False,False,-,sit_down+sitting+other,3,sit_down:29/sitting:42/other:10,81,,,
sit_down/sit_down_ch_145,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:35/sitting:37/standing:9,81,,,
sit_down/sit_down_ch_146,train,False,False,False,False,-,sit_down+sitting+other,3,sit_down:20/sitting:29/other:32,81,,,
sit_down/sit_down_ch_147,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:33/sitting:16/standing:32,81,,,
sit_down/sit_down_ch_148,train,False,False,False,False,-,sit_down,1,sit_down:81,81,,,
sit_down/sit_down_ch_149,train,False,False,False,False,-,sit_down+sitting,2,sit_down:46/sitting:35,81,,,
sit_down/sit_down_ch_150,test,False,False,False,False,-,sit_down+sitting,2,sit_down:67/sitting:14,81,7.0,0.0,73.0
sit_down/sit_down_ch_151,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:29/sitting:45/standing:7,81,,,
sit_down/sit_down_ch_152,train,False,False,False,False,-,sit_down+sitting,2,sit_down:42/sitting:39,81,,,
sit_down/sit_down_ch_153,train,False,False,False,False,-,sitting,1,sitting:81,81,,,
sit_down/sit_down_ch_154,train,False,False,False,False,-,sit_down+sitting+other,3,sit_down:19/sitting:44/other:18,81,,,
sit_down/sit_down_ch_155,train,False,False,False,False,-,sit_down+sitting+standing,3,sit_down:23/sitting:44/standing:14,81,,,
sit_down/sit_down_ch_156,train,False,False,False,False,-,walk+sit_down+sitting+standing,4,walk:20/sit_down:24/sitting:32/standing:5,81,,,
sit_down/sit_down_ch_157,train,False,False,False,False,-,sit_down+sitting,2,sit_down:28/sitting:53,81,,,
sit_down/sit_down_ch_158,train,False,False,False,False,-,sit_down+sitting,2,sit_down:27/sitting:54,81,,,
sit_down/sit_down_ch_159,train,False,False,False,False,-,sit_down+sitting,2,sit_down:42/sitting:39,81,,,
sit_down/sit_down_ch_160,train,False,False,False,False,-,sit_down+sitting,2,sit_down:34/sitting:47,81,,,
sit_down/sit_down_ch_161,train,False,False,False,False,-,sit_down+sitting,2,sit_down:28/sitting:53,81,,,
sit_down/sit_down_ch_162,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:21/sit_down:18/sitting:42,81,,,
sit_down/sit_down_ch_163,train,False,False,False,False,-,sit_down+sitting,2,sit_down:32/sitting:49,81,,,
sit_down/sit_down_ch_164,val,False,False,False,False,-,sit_down+sitting,2,sit_down:32/sitting:49,81,,,
sit_down/sit_down_ch_165,train,False,False,False,False,-,sit_down+other,2,sit_down:39/other:42,81,,,
sit_down/sit_down_ch_166,train,False,False,False,False,-,sit_down+sitting,2,sit_down:49/sitting:32,81,,,
sit_down/sit_down_ch_167,train,False,False,False,False,-,sit_down+sitting,2,sit_down:16/sitting:65,81,,,
sit_down/sit_down_ch_168,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:19/sit_down:29/sitting:33,81,,,
sit_down/sit_down_ch_169,train,False,False,False,False,-,sit_down+sitting,2,sit_down:38/sitting:43,81,,,
sit_down/sit_down_ch_170,train,False,False,False,False,-,sit_down+sitting,2,sit_down:50/sitting:31,81,,,
sit_down/sit_down_ch_171,train,False,False,False,False,-,sit_down+sitting,2,sit_down:73/sitting:8,81,,,
sit_down/sit_down_ch_172,val,False,False,False,False,-,sit_down+sitting,2,sit_down:23/sitting:58,81,,,
sit_down/sit_down_ch_173,val,False,False,False,False,-,sit_down+sitting,2,sit_down:40/sitting:41,81,,,
sit_down/sit_down_ch_174,val,False,False,False,False,-,sit_down+sitting,2,sit_down:44/sitting:37,81,,,
sit_down/sit_down_ch_175,train,False,False,False,False,-,sit_down+sitting,2,sit_down:45/sitting:36,81,,,
sit_down/sit_down_ch_176,train,False,False,False,False,-,sit_down+sitting,2,sit_down:17/sitting:64,81,,,
sit_down/sit_down_ch_177,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:9/sit_down:21/sitting:51,81,,,
sit_down/sit_down_ch_178,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:5/sit_down:38/sitting:38,81,,,
sit_down/sit_down_ch_179,train,False,False,False,False,-,sit_down+sitting,2,sit_down:54/sitting:27,81,,,
sit_down/sit_down_ch_180,train,False,False,False,False,-,sit_down+sitting,2,sit_down:10/sitting:71,81,,,
sit_down/sit_down_ch_181,test,False,False,False,False,-,sit_down+sitting,2,sit_down:52/sitting:29,81,0.0,0.0,80.0
sit_down/sit_down_ch_182,train,False,False,False,False,-,sit_down+sitting,2,sit_down:60/sitting:21,81,,,
sit_down/sit_down_ch_183,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:17/sit_down:49/sitting:15,81,,,
sit_down/sit_down_ch_184,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:42/sit_down:26/sitting:13,81,,,
sit_down/sit_down_ch_185,train,False,False,False,False,-,sit_down+sitting,2,sit_down:41/sitting:40,81,,,
sit_down/sit_down_ch_186,train,False,False,False,False,-,walk+sit_down+sitting,3,walk:14/sit_down:28/sitting:39,81,,,
